id,english,tunisian
10176877,They're not used to showing their feelings.,هما موش متعودين يورّيو مشاعرهم.
10176880,When have you demonstrated your leadership capabilities?,وقتاش وريّت قدراتك في القيادة؟
10176893,"""Are they Dutch?"" ""No, they're Belgian.""",&#34;هما هولنديين؟&#34; &#34;لا، توانسة بلجيكيين.&#34;
10176894,She's Belgian.,هي بلجيكية.
10176938,Tell him to come at noon.,قوله يجي في نص النهار.
10176943,I know a good plumber.,نعرف سباك مليح.
10176954,I think Tom speaks French.,نظن توم يحكي فرنسي.
10177032,I won't sit down.,ما نقعدش.
10177037,Tom entered the room with a sheet of paper in his hand.,توم دخل للغرفة وورقة في يدو.
10177070,I don't know what is Tom like. I don't know him.,ما نعرفش شنوّة طوم كيفاش. ما نعرفوش.
10177079,Who prevented you from doing that?,شكون منعك باش تعمل هكا؟
10177080,Tom can speak good French.,توم ينجم يحكي فرونسي مليح.
10177139,My parents made me study French.,والديا خلّوني نقرا الفرنسية.
10177144,Tom didn't seem to realize he'd hurt Mary.,توم ما بانش اللي فهم اللي جرح ماري.
10177161,I dropped my pen on the ground.,طيّحت قلمي على الأرض.
10177163,Tom went hiking with his friends.,توم مشى يعمل هايكينغ مع صحابو.
10177171,Tom had enough relationships.,توم عاش برشا علاقات.
10177172,Can I sit here for a while?,نجم نقعد هنا شوية؟
10177173,Tom is better at French than Mary is.,توم أفهم في الفرنسية من ماري.
10177217,Just compare the facts.,قارن الحقايق برك.
10177220,Just match up the facts.,بركّي الحقائق مع بعضها.
10177221,It's enough to match up the facts.,يكفي إنك تربط الحقائق ببعضها.
10177223,It's enough to compare the facts.,يكفي باش نقارنو الحقائق.
10177226,I just matched up the facts.,توّا برك ركّبت الحقائق مع بعضها.
10177232,"It doesn't, does it?",ما يعملش، موش هكا؟
10177237,The hosts on this channel are utterly illiterate.,المقدمين في هالقناة ما يعرفوش يقروا ويكتبوا.
10177240,Unchallenged faith in books is worse than illiteracy.,الإيمان الأعمى بالكتب أخطر من الأمية.
10177253,The hours are flashing by.,السوايع قاعدة تعدي بسرعة.
10177254,Clouds are accumulations of water vapor.,السحاب هو تراكمات متاع بخار الماء.
10177257,I don't like crowds.,ما نحبش الزحمة.
10177258,Hold on just a minute.,استنى دقيقة برك.
10177262,We're already almost there.,حاشتي نوصلو.
10177264,I'm already almost there.,أنا قريب نوصل.
10177287,Tom lives a very extravagant lifestyle.,توم يعيش حياة برشة رفاهية.
10177288,Tom lives a very wasteful lifestyle.,توم يعيش حياة مبذرة برشة.
10177291,What's growing in this garden bed?,شنوة قاعد يكبر في هالجنينة؟
10177292,Pull all the thistles out of this bed.,نحي كل الشوك من هالفراش.
10177294,I'm going to pull the thistles and nettles out of this bed now. Will you lend me your gloves?,باش ننحي الشوك والحريكة من هالفراش تاوة. تنجم تعطيني قفازاتك؟
10177295,My grandmother has false teeth.,جدتي عندها سنان مزيّفين.
10177297,My grandmother has dentures.,جدتي عندها طقم سنان.
10177315,Which of you made the sound?,شكون فيكم عمل الصوت؟
10177318,I stopped and spoke clearly.,وقفت وتكلمت بوضوح.
10177320,"He said he wanted to leave, but did not clearly say why.",قال يحب يمشي، أما ما قالش علاش بالضبط.
10177322,"Don't mutter to yourself under your breath, but speak clearly and distinctly.",ما تتمتمش بينك وبين روحك بصوت واطي، أما احكي بوضوح وبصوت مسموع.
10177324,The robber was tied up.,السارق كان مربوط.
10177331,Have you rinsed out your throat?,غسلت حلقك؟
10177335,Tom doesn't work as much as Mary does.,توم ما يخدمش قد ما ماري تخدم.
10177339,Why don't we begin with this problem?,علاش ما نبداوش بالمشكلة هاذي؟
10177344,Tom was against it.,توم كان ضد الفكرة.
10177362,There were some roses in a vase on the table.,كان فما شوية ورود في فازة على الطاولة.
10177363,Tom didn't remove the sticker.,توم ما نزعش الستيكار.
10177379,Did you learn anything interesting today?,تعلمت حاجة تفرح اليوم؟
10177419,We're trying to find out what happened here.,نحاولوا نعرفوا شنو صار هنا.
10177422,I don't do that kind of stuff anymore.,ما عادش نعمل في الحاجات هاذي.
10177423,I hope Tom has a lawyer.,نتمنا توم يكون عندو محامي.
10177426,The train arrived 30 minutes late due to a rise in the temperature of the rails.,القطار وصل متأخر بنص ساعة خاطر ارتفعت درجة حرارة السكة.
10177428,Tom and Mary are both pilots.,توم وماري الزوز طيّارة.
10177430,People are watching you.,الناس يتفرجو فيك.
10177441,"For some reason, I feel warm and good inside. What is happening!?",لسبب ما، نحس روحي دافي ومرتاح من داخل. شنو اللي صاير!?
10177444,Your tail is in the way.,ذيلك في الطريق.
10177446,I find it sad how you can think about things so logically but you don't know how to teach others to do so.,نلقى فيها حاجة حزينة كيفاش تنجم تفكر في الحاجات بمنطقية أما ما تعرفش كيفاش تعلم الآخرين يعملوا كيفك.
10177448,Tom knows the answers to the test next week.,توم يعرف الأجوبة متاع الامتحان الأسبوع الجاي.
10177450,Tom assaulted Mary.,توم هجم على ماري.
10177452,"I'm not untalented, I just have different talents.",ما عنديش موهبة، عندي مواهب مختلفة.
10177461,What did Tom write in the guestbook?,شنوة كتب توم في دفتر الزوار؟
10177463,Why did you buy such a small funnel?,علاش شريت قمع صغير هكة؟
10177465,Tom bought a very small funnel.,توم شرا قمع صغير برشة.
10177470,How many pull-ups can you do?,قدّاه من pull-ups تنجم تعمل؟
10177471,How many pull-ups do you usually do?,قدّاه من مرّة تعمل pull-ups عادةً؟
10177474,I'm pretty sure that's illegal.,أنا متأكد برشة اللي هاذا ممنوع.
10177475,I'm pretty sure that's not legal.,أنا متأكد برشا اللي هاذا موش قانوني.
10177477,Tom has family in Australia.,توم عندو عايلة في أستراليا.
10177478,Everyone needs to be a little more careful.,الكل لازم يكون شوية أكثر حذر.
10177545,At least that's what I hope Tom does.,على الأقل هذا اللي نتمناه توم يعملو.
10177548,Why didn't anyone show up?,علاش ما جا حد؟
10177555,"Anything we have, we can lose.",أي حاجة عنا، نجموا نخسروها.
10177556,How often does Tom speak French?,قدّاش مرّة يحكي توم بالفرنساوي؟
10177560,Thank you for watching my back.,شكراً على وقفتك معايا.
10177669,Tom hopes Mary can do that.,توم يأمل ماري تنجم تعمل هكا.
10177674,None of my friends can do that.,حتى حد من صحابي ما ينجم يعمل هكا.
10177728,I was hoping that Tom would do that.,كنت نتمنى اللي توم يعمل هكا.
10177736,The whole world is watching us.,العالم الكل يتفرج فينا.
10177811,Tom loves teaching French.,توم يحب يعلّم في الفرنسية.
10177815,Tell the kids to come inside.,قُل للصغار يجيو لداخل.
10177996,The World Meteorological Organization is calling for action to halt climate change as extreme weather becomes the norm rather than the exception.,المنظمة العالمية للأرصاد الجوية تدعو لاتخاذ إجراءات لوقف التغير المناخي خاطر الطقس المتطرف ولى هو العادة مش الاستثناء.
10177997,"Heavy rainfall this week has triggered devastating floods across western Europe, killing and injuring scores of people, destroying homes and livelihoods.",الأمطار الغزيرة هالأسبوع تسببت في فيضانات مدمرة في أوروبا الغربية، قتلت وجرحت برشة ناس، وخربت ديار وعيّشات.
10177998,Parts of Scandinavia are enduring scorching temperatures.,مناطق من اسكندنافيا قاعدة تعاني من درجات حرارة مرتفعة برشة.
10177999,"The Finnish Meteorological Institute says Finland had its warmest June on record, which has extended into July.",المعهد الفنلندي للأرصاد الجوية يقول إن فنلندا عاشت أحر شهر جوان في التاريخ، والحرارة متواصلة حتى شهر جويلية.
10178000,"Last August, Death Valley, California reached a temperature of 54.4 degrees Celsius, the world’s highest temperature record.",في أوت اللي فات، وادي الموت في كاليفورنيا وصل لدرجة حرارة 54.4 درجة مئوية، اللي هي أعلى درجة حرارة مسجلة في العالم.
